date,hardcore_mode,achievement_id,title,description,badge_name,points,true_ratio,type,author,game_title,game_icon,game_id,console_name,cumul_score,badge_u_r_l,game_u_r_l,datetime,retro_ratio
2023-03-19 17:33:09,1,61724,Top Secret Shop,Access the hidden weapon shop in the water section of Stage 4-3,65002,10,39,,JAM,Bananan Ouji no Daibouken | Banana Prince,/Images/099033.png,5795,NES/Famicom,1075,/Badge/65002.png,/game/5795,2023-03-19T17:33:09.000000,3.9
2024-08-04 14:28:49,1,164768,Fresh Meat On Rotten Bones,Defeat Jajara's second form in Bone Fortress without KOs. (No Special or Magics),185514,10,39,,Alena,Legend of Mana,/Images/074533.png,11288,PlayStation,807,/Badge/185514.png,/game/11288,2024-08-04T14:28:49.000000,3.9
2019-02-24 12:46:53,1,22145,Iced the Yetis,Defeat Sir Yeti & Yeti Mother. Let the child live!,22046,10,39,progression,Dexterspet,E.V.O.: Search for Eden,/Images/061403.png,887,SNES/Super Famicom,304,/Badge/22046.png,/game/887,2019-02-24T12:46:53.000000,3.9
2024-08-04 16:20:30,1,164876,Gifts From The Ancients,Open all the treasure chests in Tree of Mana.,185623,10,39,,Alena,Legend of Mana,/Images/074533.png,11288,PlayStation,860,/Badge/185623.png,/game/11288,2024-08-04T16:20:30.000000,3.9
2024-07-31 19:43:14,1,3317,Saved the Girl,Rescue the Princess,321920,10,38,win_condition,Scott,Super Mario Bros.,/Images/036035.png,1446,NES/Famicom,553,/Badge/321920.png,/game/1446,2024-07-31T19:43:14.000000,3.8
2023-03-18 20:13:59,1,248845,Back Up Off It,Put Bob Charlie into his dizzy state.,275361,5,19,,suspect15,Super Punch-Out!!,/Images/061799.png,539,SNES/Super Famicom,1030,/Badge/275361.png,/game/539,2023-03-18T20:13:59.000000,3.8
2024-02-29 17:34:25,1,120983,Great Fight! And Some Great Pics for J.J,Deal 3.000 damage using Spider-Man's Hyper Combos with a single credit.,131682,5,19,,SherryBirkin,Marvel vs. Capcom: Clash of Super Heroes,/Images/061337.png,11806,Arcade,1360,/Badge/131682.png,/game/11806,2024-02-29T17:34:25.000000,3.8
2018-02-17 00:50:30,1,34573,Deus Ex Machina,Defeat Stronghold for the first time within the Campaign section of Free Duel.,98890,5,19,progression,MeCKooLL,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,/Images/008231.png,5131,Game Boy Advance,3096,/Badge/98890.png,/game/5131,2018-02-17T00:50:30.000000,3.8
2024-02-29 19:08:16,1,120995,Eternity Can Be Lonely,Deal 3.000 damage using Morrigan's Hyper Combos with a single credit.,131659,5,19,,SherryBirkin,Marvel vs. Capcom: Clash of Super Heroes,/Images/061337.png,11806,Arcade,1403,/Badge/131659.png,/game/11806,2024-02-29T19:08:16.000000,3.8
2024-03-07 19:06:27,1,86441,Tamagon,"Hatch and ride Tamagon in Battle Mode [MVS mode, No unibios, level 4 or above]",94527,5,19,,jplima,Neo Bomberman,/Images/052572.png,12322,Arcade,1564,/Badge/94527.png,/game/12322,2024-03-07T19:06:27.000000,3.8
2022-08-22 14:14:48,1,164074,A Class Approved,Complete W in Normal Puzzle Mode,184629,5,19,win_condition,BigWeedSmokerMan,Puzzle Bobble 3,/Images/046196.png,12249,Arcade,2603,/Badge/184629.png,/game/12249,2022-08-22T14:14:48.000000,3.8
2023-02-05 03:59:59,1,92488,Forklift,Reach the vehicle range limit while riding the Forklift on Mission 5,101837,5,19,,jplima,Metal Slug 4,/Images/049656.png,12026,Arcade,2154,/Badge/101837.png,/game/12026,2023-02-05T03:59:59.000000,3.8
2019-03-14 14:16:55,1,72603,Shining Crystal Arrow,Successfully perform all Super Desperation Moves playing as Athena Asamiya not changing characters (P1),78450,5,19,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,980,/Badge/78450.png,/game/12031,2019-03-14T14:16:55.000000,3.8
2024-02-29 19:15:58,1,120981,Right on! Now...,Deal 3.000 damage using Mega Man's Hyper Combos with a single credit.,131662,5,19,,SherryBirkin,Marvel vs. Capcom: Clash of Super Heroes,/Images/061337.png,11806,Arcade,1408,/Badge/131662.png,/game/11806,2024-02-29T19:15:58.000000,3.8
2024-04-20 14:01:05,1,52959,Boomerang,Obtain 20 Souls while using the Boomerang Weapon without being hit.,324026,10,38,,mickyt888,Go Go Ackman,/Images/095388.png,2945,SNES/Super Famicom,1482,/Badge/324026.png,/game/2945,2024-04-20T14:01:05.000000,3.8
2019-03-13 17:00:51,1,72624,Orochi Rebel Slasher Storm,Successfully perform all Super Desperation Moves playing as Orochi Leona not changing characters (P1),78472,5,19,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,825,/Badge/78472.png,/game/12031,2019-03-13T17:00:51.000000,3.8
2023-02-18 13:34:04,1,56693,A Freighter of Valuables,Get all the Challenge Points on the Imperial Freighter.,59165,10,38,,ikki5,Star Wars: Shadows of the Empire,/Images/055047.png,10153,Nintendo 64,3422,/Badge/59165.png,/game/10153,2023-02-18T13:34:04.000000,3.8
2022-07-21 22:16:49,1,3930,Droning Onward,Collect 20 Options,04522,25,95,,Pereira006,M.U.S.H.A.: Metallic Uniframe Super Hybrid Armor,/Images/047648.png,644,Genesis/Mega Drive,1526,/Badge/04522.png,/game/644,2022-07-21T22:16:49.000000,3.8
2024-04-01 22:00:09,1,74700,The King of Gymnastic Kyokugenryu Karate Hits '97,"Perform a combination of attacks with at least 28 hits playing as Yuri Sakazaki (P1, could use P2 assistance)",00080,5,19,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,2198,/Badge/00080.png,/game/12031,2024-04-01T22:00:09.000000,3.8
2019-02-23 18:10:44,1,22127,Ultimate Bird,Fully evolve the Bird Classification. Rule the skies!,22042,5,19,missable,Dexterspet,E.V.O.: Search for Eden,/Images/061403.png,887,SNES/Super Famicom,249,/Badge/22042.png,/game/887,2019-02-23T18:10:44.000000,3.8
2024-04-02 17:17:40,1,58578,Slug Tank III,Clear Final Mission with a vehicle,430636,10,38,,zxmega,Metal Slug X: Super Vehicle-001,/Images/049658.png,11770,Arcade,2395,/Badge/430636.png,/game/11770,2024-04-02T17:17:40.000000,3.8
2023-02-06 16:38:44,1,276595,[Balls of Steel] Hall of Fame,Defeat the Elite Four and the Champion.,306284,100,373,progression,Rubicate,~Hack~ Pokemon Regulation Red | Regulation Blue,/Images/045693.png,2491,Game Boy,2577,/Badge/306284.png,/game/2491,2023-02-06T16:38:44.000000,3.73
2023-09-28 21:11:00,1,355840,Sinispectacular,"Collect at least 90,000 points without losing a life. [Default Settings]",401526,25,93,,KingS1zzle,Sinistar,/Images/084687.png,15125,Arcade,1540,/Badge/401526.png,/game/15125,2023-09-28T21:11:00.000000,3.72
2022-09-05 14:03:48,1,34618,"It's the Duelist, Not the Deck",Complete 30 different Limited Duels.,98930,25,93,,MeCKooLL,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,/Images/008231.png,5131,Game Boy Advance,1436,/Badge/98930.png,/game/5131,2022-09-05T14:03:48.000000,3.72
2023-09-28 20:55:25,1,354230,Sinimmortal,"Earn your third extra life at 180,000 points. [Default Settings]",401520,25,93,,KingS1zzle,Sinistar,/Images/084687.png,15125,Arcade,1440,/Badge/401520.png,/game/15125,2023-09-28T20:55:25.000000,3.72
2022-11-25 20:48:48,1,155215,Warehouse Flawless Run [Career Mode or Single Session],"Score 100,000 points on Warehouse in a single run without bailing once.",135561,10,37,,SlashTangent,Tony Hawk's Pro Skater,/Images/033510.png,11331,PlayStation,645,/Badge/135561.png,/game/11331,2022-11-25T20:48:48.000000,3.7
2019-02-28 19:13:14,1,22134,Diplomatic Relations,Defeat King-Bee without taking damage. Float like a butterfly...,21975,10,37,missable,Dexterspet,E.V.O.: Search for Eden,/Images/061403.png,887,SNES/Super Famicom,415,/Badge/21975.png,/game/887,2019-02-28T19:13:14.000000,3.7
2023-08-27 14:29:01,1,184361,Presents for a Cowboy,Open all available Chapter 1 Present Boxes. [26],204872,10,37,missable,blendedsea,Mother 3,/Images/100663.png,677,Game Boy Advance,1462,/Badge/204872.png,/game/677,2023-08-27T14:29:01.000000,3.7
2019-03-13 23:37:23,1,72630,The Ring of Fighters '97,Finish the game in Survivor mode (P1),78478,10,37,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,945,/Badge/78478.png,/game/12031,2019-03-13T23:37:23.000000,3.7
2023-06-12 22:32:45,1,208957,Minimalist against Locomotive Breath,Beat the 1st stage without collecting red/blue orbs or using any spell on normal difficulity or higher (see comments below),231732,10,37,,xTr4ceur,Wings of Wor | Gynoug,/Images/055296.png,330,Genesis/Mega Drive,215,/Badge/231732.png,/game/330,2023-06-12T22:32:45.000000,3.7
2024-07-18 21:31:04,1,411973,Classic Champion: Y,Clear stage Y in regular 1P Puzzle Classic mode!,468293,10,37,,Hexadigital,Bust-A-Move 3000,/Images/093160.png,25429,GameCube,1554,/Badge/468293.png,/game/25429,2024-07-18T21:31:04.000000,3.7
2023-05-21 22:58:56,1,238189,[Best Lap] Sand Park Stock,Get a Best-Lap time of 68.000 seconds or less for Sand Park using Stock  in Virtua Race Mode.,264295,3,11,,MGNS8M,Virtua Racing Deluxe,/Images/060614.png,11823,32X,1557,/Badge/264295.png,/game/11823,2023-05-21T22:58:56.000000,3.6666666666666665
2023-03-30 16:35:58,1,215559,Hinata Combo 3,"Perform the following 11 hits combo in training mode (Doll Controls Normal, Guard Off, Safe Fall Normal) as Hinata: LP,LP,HP,3HP,j,LP,LP,HP,HK,214HK",238613,3,11,,tatoonie,Project Justice,/Images/053539.png,8302,Dreamcast,1772,/Badge/238613.png,/game/8302,2023-03-30T16:35:58.000000,3.6666666666666665
2019-02-24 12:54:52,1,22170,Unwarranted Cruelty,"Save the Syrocosaurus Child, then kill him and his Father. You really are a monster.",21996,3,11,missable,Dexterspet,E.V.O.: Search for Eden,/Images/061403.png,887,SNES/Super Famicom,307,/Badge/21996.png,/game/887,2019-02-24T12:54:52.000000,3.6666666666666665
2023-03-30 16:36:53,1,215560,Hinata Combo 4,"Perform the following 13 hits combo in training mode (Doll Controls Normal, Guard Off, Safe Fall Normal) as Hinata: LP,LP,HP,3HP,j,LP,LP,HP,HK,214214K",238614,3,11,,tatoonie,Project Justice,/Images/053539.png,8302,Dreamcast,1775,/Badge/238614.png,/game/8302,2023-03-30T16:36:53.000000,3.6666666666666665
2024-04-03 17:00:56,1,134602,Woods Act 1 - Lives Collector,Find all 2 extra lives in Woods Act 1,151235,3,11,,DarknessZedzi,Aero the Acro-Bat,/Images/039587.png,4102,Genesis/Mega Drive,2488,/Badge/151235.png,/game/4102,2024-04-03T17:00:56.000000,3.6666666666666665
2024-03-01 15:24:36,1,121032,"In Soviet Russia, Vodka Drinks You",Hit an opponent with' Vodka Fire' as Zangief.,132195,3,11,,zxmega,Marvel vs. Capcom: Clash of Super Heroes,/Images/061337.png,11806,Arcade,1484,/Badge/132195.png,/game/11806,2024-03-01T15:24:36.000000,3.6666666666666665
2015-08-20 18:42:52,1,6153,The Strongest Style,Beat Arcade Mode as Dan on Master difficulty,06555,50,183,,Pereira006,Super Puzzle Fighter II Turbo,/Images/064495.png,535,Game Boy Advance,1474,/Badge/06555.png,/game/535,2015-08-20T18:42:52.000000,3.66
2024-04-01 04:57:41,1,74718,The King of Santetsukon Bojutsu Hits '97,"Perform a combination of attacks with at least 10 hits playing as Billy Kane (P1, could use P2 assistance)",00080,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,2048,/Badge/00080.png,/game/12031,2024-04-01T04:57:41.000000,3.6
2019-02-25 20:17:04,1,22163,Slippery Fish,Pass through the Ocean of Terodus without taking damage. Of course the volcano erupts now!,22001,5,18,missable,Dexterspet,E.V.O.: Search for Eden,/Images/061403.png,887,SNES/Super Famicom,381,/Badge/22001.png,/game/887,2019-02-25T20:17:04.000000,3.6
2019-03-13 19:32:52,1,72619,Ge Shiki Kake Burning Shingo,Successfully perform all Super Desperation Moves playing as Shingo Yabuki not changing characters (P1),78467,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,895,/Badge/78467.png,/game/12031,2019-03-13T19:32:52.000000,3.6
2019-03-13 16:51:32,1,72622,Ankoku Orochi Gouka,Successfully perform all Super Desperation Moves playing as Orochi Chris not changing characters (P1),78470,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,805,/Badge/78470.png,/game/12031,2019-03-13T16:51:32.000000,3.6
2019-03-13 19:30:25,1,72625,Ura 108 Shiki Orochi Nagi,Successfully perform all Super Desperation Moves playing as '94 Kyo Kusanagi not changing characters (P1),78473,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,890,/Badge/78473.png,/game/12031,2019-03-13T19:30:25.000000,3.6
2022-08-23 00:56:48,1,164055,Karate Tournament,Defeat Drunk on Hard Difficulty using Musashi,184610,10,36,,BigWeedSmokerMan,Puzzle Bobble 3,/Images/046196.png,12249,Arcade,2753,/Badge/184610.png,/game/12249,2022-08-23T00:56:48.000000,3.6
2019-03-17 13:47:12,1,72611,Million Bash Impact,Successfully perform all fully charged Super Desperation Moves playing as Yashiro Nanakase not changing characters (P1),78458,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1070,/Badge/78458.png,/game/12031,2019-03-17T13:47:12.000000,3.6
2024-04-01 05:05:37,1,74692,The King of Kusanagi Kobujutsu Hits '97,"Perform a combination of attacks with at least 15 hits playing as Kyo Kusanagi (P1, could use P2 assistance)",00080,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,2058,/Badge/00080.png,/game/12031,2024-04-01T05:05:37.000000,3.6
2024-02-28 17:44:37,1,120956,The Legendary Street Fighter,Finish the game with Ryu (Normal Difficult | Normal Damage).,131466,10,36,progression,SherryBirkin,Marvel vs. Capcom: Clash of Super Heroes,/Images/061337.png,11806,Arcade,1321,/Badge/131466.png,/game/11806,2024-02-28T17:44:37.000000,3.6
2024-03-16 20:15:54,1,377375,[BL] No-Miss 1-2,Clear the second stage on the first loop of Black Label on a single life in the second stage.,431600,5,18,,clymax,DoDonPachi DaiOuJou,/Images/086167.png,14883,Arcade,206,/Badge/431600.png,/game/14883,2024-03-16T20:15:54.000000,3.6
2019-03-13 17:09:09,1,72599,Ken Houou Rekkou,Successfully perform all Super Desperation Moves (full combo) playing as Yuri Sakazaki not changing characters (P1),78446,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,840,/Badge/78446.png,/game/12031,2019-03-13T17:09:09.000000,3.6
2018-04-29 14:37:41,1,59237,The Search of Freedom,Sucessfullly recapture 25 POWs [P1],138870,10,36,,zxmega,Metal Slug: Super Vehicle-001,/Images/049652.png,11750,Arcade,3259,/Badge/138870.png,/game/11750,2018-04-29T14:37:41.000000,3.6
2019-03-13 19:16:59,1,72608,Illusion Flash,Successfully perform all Super Desperation Moves playing as King not changing characters (P1),78455,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,860,/Badge/78455.png,/game/12031,2019-03-13T19:16:59.000000,3.6
2019-03-13 17:19:03,1,72605,Gou Ran En Shourai,Successfully perform all Super Desperation Moves playing as Chin Gentsai not changing characters (P1),78452,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,855,/Badge/78452.png,/game/12031,2019-03-13T17:19:03.000000,3.6
2024-03-01 15:21:20,1,120986,Eddie Brock's Life Is Gone,Deal 3.000 damage using Venom's Hyper Combos with a single credit.,131706,5,18,,SherryBirkin,Marvel vs. Capcom: Clash of Super Heroes,/Images/061337.png,11806,Arcade,1481,/Badge/131706.png,/game/11806,2024-03-01T15:21:20.000000,3.6
2024-04-01 05:12:46,1,74701,The King of Piercing Assassin Hits '97,"Perform a combination of attacks with at least 13 hits playing as Leona Haidern (P1, could use P2 assistance)",00080,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,2063,/Badge/00080.png,/game/12031,2024-04-01T05:12:46.000000,3.6
2024-02-01 21:04:15,1,184420,Special Delivery!,"Complete the Carrier Monkey event within 5 minutes or less. (But you're still punished, Bad Monkey!)",204931,10,36,missable,blendedsea,Mother 3,/Images/100663.png,677,Game Boy Advance,1118,/Badge/204931.png,/game/677,2024-02-01T21:04:15.000000,3.6
2022-07-24 20:21:00,1,55382,Getting Started,Score 50k Points,57711,5,18,,caricatur,"Legendary Axe, The",/Images/064964.png,2305,PC Engine/TurboGrafx-16,1606,/Badge/57711.png,/game/2305,2022-07-24T20:21:00.000000,3.6
2015-09-06 16:52:20,1,22936,101% Bandicoot,Escape from Megamix and achieve 101% Game Completion!,481078,50,180,,Dexterspet,Crash Bandicoot: The Huge Adventure | Crash Bandicoot: XS,/Images/081317.png,526,Game Boy Advance,2190,/Badge/481078.png,/game/526,2015-09-06T16:52:20.000000,3.6
2019-03-17 16:22:26,1,72615,Guillotine Drill,Successfully perform all Super Desperation Moves playing as Ryuji Yamazaki not changing characters (P1),78463,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1085,/Badge/78463.png,/game/12031,2019-03-17T16:22:26.000000,3.6
2019-03-18 19:24:26,1,72612,Tekkyu Dai Bousou Assatsu,Successfully perform all Super Desperation Moves (full combo) playing as Chang Koehan not changing characters (P1),78459,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1100,/Badge/78459.png,/game/12031,2019-03-18T19:24:26.000000,3.6
2019-04-03 20:25:15,1,74693,The King of Electric Shoot Boxing Hits '97,"Perform a combination of attacks with at least 11 hits playing as Benimaru Nikaido (P1, could use P2 assistance)",00080,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1183,/Badge/00080.png,/game/12031,2019-04-03T20:25:15.000000,3.6
2018-02-12 01:04:57,1,34613,Adding Fuel to the Fire,Win 10 successive duels in Survival Duel.,98946,5,18,,MeCKooLL,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,/Images/008231.png,5131,Game Boy Advance,3071,/Badge/98946.png,/game/5131,2018-02-12T01:04:57.000000,3.6
2019-03-13 16:52:14,1,72621,Ankoku Raiko Genei Shinshi,Successfully perform all Super Desperation Moves playing as Orochi Shermie not changing characters (P1),78469,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,810,/Badge/78469.png,/game/12031,2019-03-13T16:52:14.000000,3.6
2023-05-22 19:17:01,1,238203,[VR] Rank 10th Highland Stock,Beat 10th Place in Highland's Stock-car Total Time with less than 3:40.305.,264298,5,18,,MGNS8M,Virtua Racing Deluxe,/Images/060614.png,11823,32X,1567,/Badge/264298.png,/game/11823,2023-05-22T19:17:01.000000,3.6
2024-03-22 23:29:09,1,377725,Failed Avenger,Complete Ling Tong's Musou mode campaign on normal or harder difficulty.,426371,10,36,progression,suspect15,Dynasty Warriors 5 | Dynasty Warriors 5: Xtreme Legends,/Images/088665.png,20787,PlayStation 2,940,/Badge/426371.png,/game/20787,2024-03-22T23:29:09.000000,3.6
2019-03-18 21:54:21,1,72613,Shermie Carnival Flash,Successfully perform all Super Desperation Moves (full combo) playing as Shermie not changing characters (P1),78460,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1115,/Badge/78460.png,/game/12031,2019-03-18T21:54:21.000000,3.6
2019-03-13 17:10:12,1,72601,Bari Bari Umanori Phantom,Successfully perform all Super Desperation Moves playing as Ralf Jones not changing characters (P1),78448,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,845,/Badge/78448.png,/game/12031,2019-03-13T17:10:12.000000,3.6
2019-04-04 19:38:59,1,74706,The King of Zui Quan Hits '97,"Perform a combination of attacks with at least 27 hits playing as Chin Gentsai (P1, could use P2 assistance)",00080,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1218,/Badge/00080.png,/game/12031,2019-04-04T19:38:59.000000,3.6
2019-03-13 08:38:19,1,72616,M. Typhoon Rose Swing,Successfully perform all Super Desperation Moves playing as Blue Mary not changing characters (P1),78464,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,770,/Badge/78464.png,/game/12031,2019-03-13T08:38:19.000000,3.6
2019-03-13 17:17:37,1,72604,Shin Ryuu Tenbu Seiou Man O Kuu,Successfully perform all Super Desperation Moves playing as Sie Kensou not changing characters (P1),78451,5,18,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,850,/Badge/78451.png,/game/12031,2019-03-13T17:17:37.000000,3.6
2024-01-16 02:17:42,1,119584,Genocide Route,Finish the game with a Bounty over $850.000,130292,100,355,missable,voiceofautumn,~Hack~ Pokemon FireRed: Rocket Edition,/Images/036005.png,14408,Game Boy Advance,1611,/Badge/130292.png,/game/14408,2024-01-16T02:17:42.000000,3.55
2023-03-17 16:46:40,1,58609,Messiah,Save 75 POWs during one game,430644,25,88,,zxmega,Metal Slug X: Super Vehicle-001,/Images/049658.png,11770,Arcade,904,/Badge/430644.png,/game/11770,2023-03-17T16:46:40.000000,3.52
2022-08-29 03:07:29,1,77840,Best Duelist of Battle City,Have a total of 50.000 Duel Points or more.,83485,50,176,,SporyTike,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,/Images/057886.png,2412,Game Boy Advance,585,/Badge/83485.png,/game/2412,2022-08-29T03:07:29.000000,3.52
2024-06-23 14:18:25,1,206397,Marco Rossi,"Beat the entire game as Marco on Normal difficulty (Main Mission, one session).",229171,25,88,win_condition,zxmega,Metal Slug XX,/Images/065558.png,4004,PlayStation Portable,841,/Badge/229171.png,/game/4004,2024-06-23T14:18:25.000000,3.52
2015-08-23 20:53:02,1,1584,Fire Starter,"Score at least 10,000 points from killing 100 enemies using the Fire + Fire combination on any difficulty",77683,2,7,,Scott,Gunstar Heroes,/Images/044564.png,7,Genesis/Mega Drive,1692,/Badge/77683.png,/game/7,2015-08-23T20:53:02.000000,3.5
2023-04-28 10:38:46,1,259569,The Island of Dr. Prisoner,Collect 22 POWs in Mission 1 without taking detours (Normal difficulty).,287509,10,35,,zxmega,Metal Slug 3,/Images/062440.png,20521,PlayStation 2,2487,/Badge/287509.png,/game/20521,2023-04-28T10:38:46.000000,3.5
2019-03-05 11:08:50,1,34620,20% Down,Complete 10 different Theme Duels.,98934,10,35,,MeCKooLL,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,/Images/008231.png,5131,Game Boy Advance,533,/Badge/98934.png,/game/5131,2019-03-05T11:08:50.000000,3.5
2024-04-03 17:01:11,1,131510,Woods Act 1 - Perfect Round,Complete Woods Act 1 and get a Perfect Round by collecting all food items and stars with still some time on the clock,151948,10,35,,DarknessZedzi,Aero the Acro-Bat,/Images/039587.png,4102,Genesis/Mega Drive,2498,/Badge/151948.png,/game/4102,2024-04-03T17:01:11.000000,3.5
2019-03-15 12:06:13,1,72581,The Mix of Fighters '97 - Distant Desire,"Finish the game playing only as a team (initial select): 1-Terry, 2-Mary, 3-Joe (P1)",78428,10,35,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1040,/Badge/78428.png,/game/12031,2019-03-15T12:06:13.000000,3.5
2022-08-24 00:52:16,1,164052,Star of the Show,Defeat Drunk on Hard Difficulty using Twinkle,184607,10,35,,BigWeedSmokerMan,Puzzle Bobble 3,/Images/046196.png,12249,Arcade,2924,/Badge/184607.png,/game/12249,2022-08-24T00:52:16.000000,3.5
2023-02-18 02:34:06,1,250953,Unfulfilled Heart,Capture every stronghold and defeat every enemy in Chronicle 7,277665,10,35,,DoctorV,Soulcalibur III,/Images/069874.png,3060,PlayStation 2,3366,/Badge/277665.png,/game/3060,2023-02-18T02:34:06.000000,3.5
2024-03-20 22:18:50,1,162626,Super Juni,"Perform 2 different supers as Juni, in Training Mode [A-ISM]",182882,2,7,,TeddyWestside,Street Fighter Alpha 3,/Images/045596.png,11257,PlayStation,691,/Badge/182882.png,/game/11257,2024-03-20T22:18:50.000000,3.5
2023-03-30 16:40:48,1,215562,Kyosuke Combo 1,"Perform the following 9 hits combo in training mode (Doll Controls Normal, Guard Off, Safe Fall Normal) as Kyosuke: LP,LP,HP,HK,6HK,236236P",238616,2,7,,tatoonie,Project Justice,/Images/053539.png,8302,Dreamcast,1782,/Badge/238616.png,/game/8302,2023-03-30T16:40:48.000000,3.5
2023-02-25 01:37:59,1,86402,The Gnarest of Gnar Toober,Reach Class 9,94424,10,35,progression,8BitOwl,Toobin',/Images/013569.png,2037,NES/Famicom,210,/Badge/94424.png,/game/2037,2023-02-25T01:37:59.000000,3.5
2015-08-23 22:32:22,1,1582,Lightning Strike,"Score at least 10,000 points from killing 100 enemies using the Lightning + Lightning combination on any difficulty",77681,2,7,,Scott,Gunstar Heroes,/Images/044564.png,7,Genesis/Mega Drive,1711,/Badge/77681.png,/game/7,2015-08-23T22:32:22.000000,3.5
2023-10-29 00:13:19,1,92023,Epic Sweep,"Beat the Pokemon League using a party of 6 version exclusives without resetting. (No legendaries, See the achievement comments)",100886,10,35,,jos,Pokemon Sapphire Version,/Images/034449.png,791,Game Boy Advance,590,/Badge/100886.png,/game/791,2023-10-29T00:13:19.000000,3.5
2015-09-06 16:23:15,1,22840,Just in Time,Get a Gold Relic in Final Countdown.,481076,10,35,,Dexterspet,Crash Bandicoot: The Huge Adventure | Crash Bandicoot: XS,/Images/081317.png,526,Game Boy Advance,2140,/Badge/481076.png,/game/526,2015-09-06T16:23:15.000000,3.5
2023-03-30 16:34:35,1,215557,Hinata Combo 1,"Perform the following 9 hits combo in training mode (Doll Controls Normal, Guard Off, Safe Fall Normal) as Hinata: LP,LP,HP,6HP,214214K",238611,2,7,,tatoonie,Project Justice,/Images/053539.png,8302,Dreamcast,1767,/Badge/238611.png,/game/8302,2023-03-30T16:34:35.000000,3.5
2022-07-20 21:22:23,1,93768,Ikari Jubei,"Win a round with the full rage gauge as Jubei (no time up) [1P Mode, No Unibios]",103254,2,7,,jplima,Samurai Shodown,/Images/024966.png,13802,Arcade,1476,/Badge/103254.png,/game/13802,2022-07-20T21:22:23.000000,3.5
2019-03-18 19:40:16,1,72582,The Mix of Fighters '97 - Famitsu,"Finish the game playing only as a team (initial select): 1-Chang, 2-Choi, 3-Ryuji (P1)",78429,10,35,,Salsa,"King of Fighters '97, The | King of Fighters '97 Plus, The",/Images/031993.png,12031,Arcade,1110,/Badge/78429.png,/game/12031,2019-03-18T19:40:16.000000,3.5
2023-03-30 16:39:22,1,215563,Kyosuke Combo 2,"Perform the following 11 hits combo in training mode (Doll Controls Normal, Guard Off, Safe Fall Normal) as Kyosuke: LP,LP,HP,HK,6HK,236236K",238617,2,7,,tatoonie,Project Justice,/Images/053539.png,8302,Dreamcast,1780,/Badge/238617.png,/game/8302,2023-03-30T16:39:22.000000,3.5
2024-07-31 19:24:59,1,3316,Labyrinth Master,Solve the maze in World 8-4,321919,4,14,,Scott,Super Mario Bros.,/Images/036035.png,1446,NES/Famicom,543,/Badge/321919.png,/game/1446,2024-07-31T19:24:59.000000,3.5
